x	y
0.8340000000000001	0.6884
0.835	0.6879
0.8360000000000001	0.6872
0.837	0.6868
0.8380000000000001	0.6861
0.839	0.6856
0.8400000000000001	0.6851
0.841	0.6849
0.8420000000000001	0.6844
0.843	0.6832
0.8440000000000001	0.6827
0.845	0.6822
0.8460000000000001	0.6818
0.847	0.6814
0.8480000000000001	0.6808
0.849	0.6805
0.8500000000000001	0.6802
0.851	0.6798
0.852	0.6795
0.853	0.679
0.854	0.6785
0.855	0.6779
0.856	0.6772
0.857	0.6766
0.858	0.6762
0.859	0.6758
0.86	0.6753
0.861	0.6746
0.862	0.6739
0.863	0.6735
0.864	0.6733
0.865	0.6723
0.866	0.6719
0.867	0.6712
0.868	0.671
0.869	0.6707
0.87	0.6704
0.871	0.6699
0.872	0.6694
0.873	0.669
0.874	0.6685
0.875	0.6683
0.876	0.6675
0.877	0.6669
0.878	0.6667
0.879	0.6663
0.88	0.6653
0.881	0.6637
0.882	0.6632
0.883	0.6629
0.884	0.6623
0.885	0.6614
0.886	0.6612
0.887	0.6607
0.888	0.66
0.889	0.6593
0.89	0.6587
0.891	0.6582
0.892	0.657
0.893	0.6562
0.894	0.6557
0.895	0.6551
0.896	0.6547
0.897	0.6539
0.898	0.6534
0.899	0.6531
0.9	0.6524
0.901	0.6522
0.902	0.6512
0.903	0.6505
0.904	0.65
0.905	0.6489
0.906	0.6482
0.907	0.6471
0.908	0.6466
0.909	0.6455
0.91	0.6451
0.911	0.6437
0.912	0.6433
0.913	0.6418
0.914	0.6409
0.915	0.6407
0.916	0.6392
0.917	0.639
0.9179999999999999	0.6384
0.919	0.6373
0.9199999999999999	0.6362
0.921	0.6352
0.9219999999999999	0.6342
0.923	0.6337
0.9239999999999999	0.6328
0.925	0.6323
0.9259999999999999	0.6317
0.927	0.6314
0.9279999999999999	0.6305
0.929	0.6297
0.9299999999999999	0.6285
0.931	0.6275
0.9319999999999999	0.6262
0.933	0.6254
0.9339999999999999	0.6245
0.935	0.6237
0.9359999999999999	0.6232
0.937	0.6219
0.938	0.6209
0.9390000000000001	0.6201
0.94	0.6193
0.9410000000000001	0.6185
0.942	0.6166
0.9430000000000001	0.6151
0.944	0.6138
0.9450000000000001	0.6131
0.946	0.6121
0.9470000000000001	0.6108
0.948	0.61
0.9490000000000001	0.6087
0.95	0.6074
0.9510000000000001	0.6066
0.952	0.6057
0.9530000000000001	0.604
0.954	0.6029
0.9550000000000001	0.6019
0.956	0.6002
0.9570000000000001	0.5987
0.958	0.5972
0.9590000000000001	0.5946
0.96	0.5923
0.9610000000000001	0.5915
0.962	0.5905
0.9630000000000001	0.5888
0.964	0.587
0.9650000000000001	0.5849
0.966	0.5838
0.9670000000000001	0.5817
0.968	0.5802
0.9690000000000001	0.5792
0.97	0.5768
0.9710000000000001	0.5753
0.972	0.5729
0.9730000000000001	0.5707
0.974	0.5691
0.9750000000000001	0.5675
0.976	0.5658
0.9770000000000001	0.5629
0.978	0.5611
0.9790000000000001	0.5585
0.98	0.556
0.981	0.5534
0.982	0.5499
0.983	0.5469
0.984	0.544
0.985	0.5399
0.986	0.5354
0.987	0.5309
0.988	0.5265
0.989	0.5229
0.99	0.5179
0.991	0.5124
0.992	0.5063
0.993	0.4986
0.994	0.4904
0.995	0.4824
0.996	0.4721
0.997	0.4579
0.998	0.4396
0.999	0.4079
1.0	0.2657
